year,date_yyyy.mm.dd,survey,team,species,sex,activity_type,km_marker,beach_zone,gpse,gpsn,gps_accuracy_m,nest_id,egg_chamber_triangulated,direction_nesting,north_m,centre_m,south_m,htl_m,triangulated_by,activity_comments,record_type,encounter_activity,encounter_time_hh.mm.ss,turtle_id,right_tag,left_tag,removed_right_tag,removed_left_tag,right_oth_y_n,right_otn_y_n,left_oth_y_n,left_otn_y_n,right_tagger,left_tagger,tagging_comments,ccl_min1_cm,ccl_min2_cm,ccl_min3_cm,ccl_min_avg_cm,ccl_min_measured_by,ccw_max1_cm,ccw_max2_cm,ccw_max3_cm,ccw_max_avg_cm,ccw_max_measured_by,x1,x2,x3,x4,x5,x6,x7,x8,caudal_projection_complete,fibropapillomas,body_check_comments,number_yolked_eggs,number_yolkless_eggs,number_total_eggs,eggs_counted_by,egg_depth_cm,nest_depth_cm,relocated_km_marker,relocated_beach_zone,relocated_north_m,relocated_centre_m,relocated_south_m,relocated_htl_m,relocated_chamber_depth_cm,relocated_chamber_width_cm,relocated_gpse,relocated_gpsn,relocated_comments,data_comments,julian_time
2007,2007-05-29,PM1,,EI,F,HLF,9,,223178,1173630,,,FALSE,,,,,,,NA,,,01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13662
2007,2007-05-31,PM1,,EI,F,NST,7,V,223306,1173260,0,CP07033,TRUE,NW,5.95,1.16,10.27,32.7,,2 simultaneous shallow egg chambers dug eggs filled one of the chambers and were too near to the surface after disguising,REC,Selecting nest site,21:00:00,07-0026,CP0222,,,,0,0,0,0,HM,,"destroyed and recovered - cp0223 cp0226. destroyed and lost - cp0227",91.9,91.8,92,91.9,AH.AT,88,88.02,88,88.01,AH.AT,,,,,,,,,,,"3 - 3 barnacles nearer head 2 barnacles nearer rear. 7 - 1 barnacle near edge. carapace wider towards rear on this side than 3. 5 - overlapping scutes visible. . turtle dug 4 body pits and 4 egg chambers before the real nest site. the nest site had 2 egg cha",185,0,185,BA,,,,,,,,,,,,,,,13664
2007,2007-06-02,PM1,,DC,F,NST,23,O,222110,1176246,7,CP07034,FALSE,,28.28,28.27,32.2,20.9,,NA,,,22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13666
2007,2007-06-05,PM2,,DC,F,NST,19,O,222393,1175508,9,CP07037,TRUE,NE,23.49,16.62,23.83,12,,NA. nest located just below the bank slightly north of centre.,REX,Digging egg chamber,00:02:00,07-0020,VA4123,VA4124,,,0,0,0,0,,,,157.4,157.5,157.5,157.47,AET.DJ,112,112.2,112,112.07,AET.DJ,,,,,,,,,TRUE,,no marks on turtle.,74,19,93,HL,,,,,,,,,,,,,,,13669
2007,2007-06-05,PM1,,DC,F,NST,11,O,222978,1174074,6,CP07032,TRUE,SW,21.94,19.53,25.16,9.34,,NA. south marker was measured after nesting,REC,Digging egg chamber,22:40:00,07-0021,VA8266,VA8270,,,0,0,0,0,JL,JL,va8265 destroyed and recovered,154.3,154.3,154.2,154.27,JL BK,116.9,116.9,116.8,116.87,JL BK,,,,,,,,,TRUE,,"2 - bite marks all along. 6 - bite marks . 8 - one large bite mark and several small",70,11,81,SJ,,,,,,,,,,,,,,,13669
2007,2007-06-07,PM2,,DC,F,HLF,9,,223163,1173651,8,,FALSE,,,,,,,NA,REX,Digging egg chamber,23:35:00,07-0022,VA4170,VA0753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,we did not measure or check for abnormalities. she dug two egg chambers and then abandoned.,,,,,,,,,,,,,,,,,,,13671
2007,2007-06-08,PM2,,DC,F,NST,7,B,223330,1173260,5,CP07038,TRUE,S,23.19,13.16,20.9,17.22,,egg chamber has roots inside that couldn´t be removed,REX,Digging body pit,01:35:00,07-0023,69417,VA8279,,,0,0,1,0,,AH,removed and recovered - 69418,164.2,164.4,164.2,164.27,AH.DJ,115,115,114.9,114.97,AH.DJ,,,,,,,,,TRUE,,"caudal projection slightly skewed to left. 6 - big hole near to tip oth and 1 notch. 5 - scratch marks on right side very pronounced ridge. 8 - tip missing 4 notches large hard lump near top possible growth or scar tissue. 2 - 2 notches",85,21,106,CT,,,,,,,,,,,,,,,13672
2007,2007-06-10,PM1,,EI,F,NST,22,O,222161,1176104,8,CP07040,TRUE,S,29.96,21.87,25.12,19.9,,NA,REC,Oviposition,23:00:00,07-0024,CP0228,CP0230,,,0,0,0,0,JJ,JJ,destroyed and recovered cp0229,83.5,83.7,83.4,83.53,JJ.CM.JW,78.5,78.9,78.8,78.73,JJ.CM.JW,,,,,,,,,,,"357- many barnacles. 2- small notch  turtle returned to the sea quickly after tagging.",,,,,,,,,,,,,,,,,,,13674
2007,2007-06-10,AM,,CM,F,HLF,24,,221994,1176557,5,,FALSE,,,,,,,very narrow track - less than 80cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13674
2007,2007-06-10,PM2,,CM,,HLF,9,,223181,1173636,6,,FALSE,,,,,,,NA,,,23:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turtle not seen.,,,,,,,,,,,,,,,,,,,13674
2007,2007-06-11,PM2,,DC,F,NST,7,O,223312,1173291,5,CP07036,FALSE,,13.68,9.22,12.96,17.66,,NA. egg chamber not seen. triangulation measurements within four feet of accuracy.,REX,Disguising nest,01:19:00,07-0025,76117,VC0395,,,0,0,0,0,,,right rear tag loose but unable to remove and re-tag,149,149,148,148.67,DJ.ADH,108.5,108.5,109,108.67,HM.ADH,,,,,,,,,FALSE,,"24- small bite marks. 5- caudal projection incomplete. 6- appeared broken and turned over obvious bite marks. 8- small notches possibly bite marks",,,,,,,,,,,,,,,,,,,13675
2007,2007-06-11,PM2,,EI,F,NST,7,V,223300,1173294,5,NTRI07014,FALSE,,,,,,,NA,,,22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675
2007,2007-06-13,PM1,,DC,F,NST,17,O,222492,1175256,7,CP07043,FALSE,,18.01,28.12,20.1,,,NA. c is north of nest and n is very far north compared to s and c. no htl done. triangulation done by am team based on best guess (pm team didn´t see the turtle). there was a slight depression resembling a body pit approx 3m to the south west of the triangul,,,22:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set up triangulation to be done in morning. egg chamber not seen.,,,,,,,,,,,,,,,,,,,13677
2007,2007-06-13,PM1,,DC,F,HLF,13,,222838,1174410,6,,FALSE,,,,,,,NA,,,22:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13677
2007,2007-06-13,PM2,,CM,F,HLF,3,,223595,1172603,6,,FALSE,,,,,,,unsure about species. track was 92cm.,,,23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,found potential green tracks and half moon. tracks were too light and could not definitely be identified.,,,,,,,,,,,,,,,,,,,13677
2007,2007-06-14,PM1,,EI,F,NST,6,V,223359,1173096,6,CP07044,TRUE,NE,4.16,5.1,7.8,33,,gps failed so taken 16/06/07. flagging tape on center + south trees = very low to ground and hidden with leaves (as to not attract attention) triangulation very close to vegetation.,REN,Digging egg chamber,00:52:00,07-0026,CP0222,CP0276,,,0,0,1,0,,HM,,92.5,92.5,92,92.33,HM. LD,88,87.5,88,87.83,HM. LD,,,,,,,,,,,,200,0,200,OB,,,,,,,,,,,,,,,13678
2007,2007-06-14,PM2,,DC,F,NST,25,O,221922,1176681,5,CP07039,TRUE,NE,32.92,46.86,39.41,7.98,,NA. triangulated the morning of 19/06/07 based on comments and measurements taken the night of the 14/06/07. refer to night book number 2 when excavating as well.s,REN,Digging egg chamber,00:56:00,07-0015,63046,VA3054,,,0,0,0,0,,,,156.7,156.5,156.5,156.57,TR. BH,114.6,114.7,114.7,114.67,TR. BH,,,,,,,,,FALSE,,"2- 2 nicks on end of flipper. 3 discolouration leading into 5 white as though scratched. 4- 3 big notches and a ferw little ones. 6- 3 big notches (bite marks). 8- small notches. pronounced central ridge",112,12,124,AET,,,,,,,,,,,,,,,13678
2007,2007-06-14,PM1,,DC,F,HLF,18,,222447,1175364,5,,FALSE,,,,,,,NA,REM,Emerging from sea,22:44:00,07-0015,63046,VA3054,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,13678
2007,2007-06-14,PM1,,EI,F,HLF,12,,222903,1174241,4,,FALSE,,,,,,,NA,,,22:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678
2007,2007-06-15,PM1,,CM,F,HLF,9,,223181,1173636,0,,FALSE,,,,,,,NA,,Emerging from sea,20:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13679
2007,2007-06-15,PM1,,DC,F,NST,8,O,223229,1173503,0,CP07045,TRUE,NW,,,,,,relocated to mile 0.37 depth of nest 65cm width 35cm,REX,Digging egg chamber,00:10:00,07-0027,VC0324,VC0323,,,,,,,,,,138.5,138.5,138.5,138.5,CM. DJ,88.5,88.5,88.5,88.5,CM. DJ,,,,,,,,,TRUE,,dc relocation,75,30,105,JL,,,3,,23.77,18.3,,,,,223587,1172658,"htl and south not done on night so as not to draw attention to the nest. relocation preformed by jl. nest depth 62cm actual depth probably a little more.. width 35cm",,13679
2007,2007-06-19,PM1,,CM,F,HLF,16,,222614,1174972,6,,FALSE,,,,,,,possible attempted nest,,,22:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13683
2007,2007-06-20,PM1,,CM,F,NST,3,B,223607,1172547,5,CP07041,TRUE,SW,15.98,11.75,9.17,28.89,,NA. htl measurement may be off by -5m as a large wave came up after measuring s marker was a shallower angle than n marker c marker is on a tree behind a small palm from the nest,REC,Digging egg chamber,02:10:00,07-0028,CP0284,CP0285,,,0,0,0,0,JL,JL,destroyed and recovered: cp0232 cp0233 cp0234 cp0235,99.6,99.6,99.5,99.57,JL,93.7,93.8,,,JL,,,,,,,,,,,"ccw possibly inaccurate only 2 measurements came within 3mm of each other. #eggs could be off by a few jj started counting after turtle started counted eggs already in chamber as 5. 3-barnacle on 1st coastal 2 barnacles on 2nd coastal claw marks on 2nd",110,0,110,JJ,,,,,0,0,0,0,,,0,0,,,13684
2007,2007-06-20,PM1,,EI,F,NST,22,B,222149,1176119,0,NTRI07015,FALSE,,,,,,,egg chamber not seen,,,23:30:00,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,13684
2007,2007-06-23,PM1,,CM,F,HLF,4,,223536,1172745,5,,FALSE,,,,,,,she barely had come out of the water and the track was wiped away in seconds.,,Returning to sea,00:00:00,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13687
2007,2007-06-24,AM,,CM,F,HLF,6,,223351,1173192,5,,FALSE,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13688
2007,2007-06-26,PM1,,EI,F,NST,2,O,223664,1172384,8,CP07042,TRUE,SW,21.75,13.02,12.24,18.59,,NA,REC,Emerging from sea,21:25:00,07-0029,CP0253,CP0254,,,0,0,0,0,CM,CM,,84.2,84.3,84.2,84.23,DJ,83,83.1,83.2,83.1,DJ,,,,,,,,,,,2 - one notch 5 - one barnacle 5 - broken scute,183,3,186,CT,,,,,,,,,,,,,,,13690
2007,2007-06-26,PM1,,CM,F,HLF,15,,222635,1174929,10,,FALSE,,,,,,,egg chamber was caved in by team due to water in chamber,,Selecting nest site,00:18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no chance to check for fibs or to measure the turtle before she returned to sea.,,,,,,,,,,,,,,,,,,,13690
2007,2007-06-27,PM1,,CM,F,NST,8,V,223210,1173497,8,CP07046,TRUE,SE,3.66,4.7,2.04,,,NA. no htl taken as nest very high in vegetation with no clear path to sea plus outside poacher´s house.,REC,Oviposition,01:50:00,07-0030,CP0256,CP0257,,,0,0,0,0,AET,AET,tag number cp0255 destroyed and recovered.,106,105.5,105.5,105.67,AT.AET,96.5,96.2,96.3,96.33,AT.AET,,,,,,,,,,,"ovipositioning had commenced upon encounter therefore eggs were not counted. measuring was completed during disguising in none ideal conditions therefore not accurate as is ideal.. barnacle between 7 and 3 and central in 5.",,,,,,,,,,,,,,,,,,,13691
2007,2007-06-27,AM,,DC,F,HLF,3,,223611,1172593,0,,FALSE,,,,,,,NA,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13691
2007,2007-06-28,PM1,,EI,F,HLF,3,,223574,1172649,5,,FALSE,,,,,,,gps taken by am team,,,01:21:00,,,,,,,,,,,,unable to check for tags due to thunderstorm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13692
2007,2007-06-28,PM1,,CM,F,NST,4,O,223527,1172778,,NTRI07016,FALSE,,,,,,,gps accuracy not recorded - location marked on gps and read at base.,,Disguising nest,01:20:00,,,,,,,,,,,,turtle had no tags but couldn´t tag because of thunderstorm - too dangerous to work turtle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13692
2007,2007-06-29,PM1,,CM,F,NST,3,V,223583,1172609,15,CP07048,TRUE,SE,10.72,6.82,8.69,26.2,,NA. covered body pit with a few small logs and a large palm frond. beach clean will be necessary.,,Oviposition,22:26:00,,,,,,0,0,0,0,,,destroyed and recovered cp0258 by aet. did not tag turtle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13693
2007,2007-06-29,AM,,CM,F,HLF,22,,222161,1176048,4,,FALSE,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13693
2007,2007-06-29,PM1,,CM,F,HLF,18,,222456,1175379,6,,FALSE,,,,,,,turtle ran into log on beach turned around and returned to sea. encounter time approximate to 10 minutes.,,,00:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13693
2007,2007-06-29,PM1,,CM,F,HLF,4,,223575,1172686,5,,FALSE,,,,,,,NA,,,22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13693
2007,2007-06-30,PM1,,CM,F,HLF,1,,223759,1172156,5,,FALSE,,,,,,,NA,,,02:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13694
2007,2007-06-30,PM1,,CM,F,HLF,23,,222104,1176255,6,,FALSE,,,,,,,tracks looked at least a day old,,,00:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13694
2007,2007-06-30,PM1,,CM,F,NST,12,O,222912,1174219,7,NTRI07017,TRUE,NE,,,,,,NA. nest was not triangulated because of white lights (possibly poachers as poaching activity was high this night) nearby on path. nest is located 2m 60´ne of large tree stump.,REC,Digging egg chamber,22:50:00,07-0031,CP0259,CP0260,,,0,0,0,0,CM,CM,,104.3,104.3,104.3,104.3,DJ,98.6,98.7,98.7,98.67,DJ,,,,,,,,,,,"by time team was ready to begin working turtle turtle had already begun laying eggs thus the egg count may be slightly off although dj tried to count the eggs that had already been layed.. 3 - chunk out of scute in mating claw area. 7 - chunk out of scute",109,0,109,DJ,,,,,,,,,,,,,,,13694
2007,2007-06-30,PM1,,EI,F,NST,12,B,222882,1174278,6,NTRI07018,FALSE,,,,,,,potential nest although possibly a half moon nest would be located just east of a long log lying parallel to the ocean.  tracks were covered with sticks and two fake body pits were dug north of the suspected real nest,,,23:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13694
2007,2007-06-30,PM1,,CM,F,HLF,8,,223228,1173460,6,,FALSE,,,,,,,NA,,,22:38:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13694
2007,2007-06-30,PM1,,CM,F,NST,7,B,223333,1173232,6,NTRI07019,FALSE,,,,,,,saw cavity. nest presumed poached possibility that it was abandoned.,,,22:33:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13694
2007,2007-06-30,PM1,,CM,F,NST,6,B,223339,1173195,13,NTRI07020,FALSE,,,,,,,looked like tracks were wiped out by humans,,,22:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13694
2007,2007-06-30,PM1,,CM,F,NST,4,V,223515,1172760,8,NTRI07021,FALSE,,,,,,,nest was already poached by time team arrived - footprints and eggshells,,,22:18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13694
2007,2007-07-01,PM2,,CM,M,DEC,22,,,,,,FALSE,,,,,,,no northing or easting because only had one functioning gps.  turtle appeared to have washed up dead a while as skull showing and bloated.  no obvious signs of death.  large hole in plastron near back right flipper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13695
2007,2007-07-01,PM1,,CM,F,HLF,8,,223240,1173423,6,,FALSE,,,,,,,turtle dug body pit for about 20 minutes and returned to sea without nesting at 23.02. gps taken from body pit.,,Digging body pit,22:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13695
2007,2007-07-01,PM1,,EI,F,HLF,5,,223461,1172945,6,,FALSE,,,,,,,NA,,,21:41:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13695
2007,2007-07-01,PM1,,CM,F,HLF,5,,223449,1172973,7,,FALSE,,,,,,,turtle dug three body pits and returned to sea at 22.04.,,Emerging from sea,21:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13695
2007,2007-07-02,PM2,,CM,F,NST,7,B,223252,1173371,7,NTRI07022,FALSE,,,,,,,tracks very disturbed. it looked like a large group of people (tourists?) had walked up tracks and been around nest site. nest site looked poached with large cavity and cross made out of sticks over cavity.,,,23:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13696
2007,2007-07-03,PM2,,CM,F,HLF,4,,223545,1172748,6,,FALSE,,,,,,,NA,,,02:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13697
2007,2007-07-03,PM2,,CM,F,HLF,4,,223506,1172840,6,,FALSE,,,,,,,NA,,,02:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13697
2007,2007-07-05,PM1,,CM,F,NST,23,B,222087,1176304,6,NTRI07023,FALSE,,,,,,,NA. mini triangulation done as 3 palms framed nest. north palm: 2.92m. centre: 2.39m. south: 2m.,,,22:52:00,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13699
2007,2007-07-10,PM1,,CM,F,NST,14,B,222739,1174679,8,NTRI07024,FALSE,,,,,,,tracks covered in footprints: unable to identify species. told by tbl that it was a green and they disguised it.,,,23:30:00,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13704
2007,2007-07-10,PM1,,CM,F,NST,8,B,223180,1173559,8,NTRI07025,FALSE,,,,,,,NA,,,22:40:00,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13704
2007,2007-07-11,PM1,,CM,F,NST,5,O,223449,1172957,7,NTRI07026,FALSE,,,,,,,NA,,,01:30:00,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13705
2007,2007-07-12,AM,,EI,F,HLF,6,,223377,1173087,4,,FALSE,,,,,,,NA,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13706
2007,2007-07-13,PM1,,CM,F,NST,8,B,223216,1173488,8,CP07049,TRUE,NE,9.85,7.24,10.14,14,,dogs at mile 1 were seen and barked at the team while they were working turtle.. centre flagging tape is oriented slightly to the south. triangulated while turtle was disguising.,REC,Covering egg chamber,21:28:00,07-0032,CP0261,CP0262,,,0,0,0,0,BK,BK,,116.5,116.6,116.5,116.53,AET.AH,102.5,102.7,102.7,102.63,AET.AH,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13707
2007,2007-07-14,PM1,,CM,F,NST,16,B,222593,1175009,6,CP07050,FALSE,,16.07,10.65,16.52,8.86,,no time to measure or check for abs.. triangulation was done through thick vegetation (bushes).,REX,Disguising nest,22:40:00,07-0033,95246,95247,,,,,,,,,left front tag was embedded but no time to remove or apply vanadine as turtle was quickly returning to sea.,,,,,,,,,,,,,,,,,,,,,no time to measure or check for abnormalities,,,,,,,,,0,0,0,0,0,0,0,0,,,13708
2007,2007-07-14,PM1,,CM,F,HLF,3,,223619,1172507,6,,FALSE,,,,,,,NA,,,00:58:00,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13708
2007,2007-07-14,PM1,,CM,F,HLF,15,,222671,1174818,6,,FALSE,,,,,,,NA,,,23:42:00,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13708
2007,2007-07-15,AM,,,,HAT,11,V,222936,1174157,5,,FALSE,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13709
2007,2007-07-15,PM1,,CM,F,NST,16,B,222560,1175092,5,NTRI07027,TRUE,NW,,,,,,NA. not triangulated due to poor landmarks and large tourist group present while working turtle,REC,Digging egg chamber,22:53:00,07-0034,CP0263,CP0264,,,0,0,0,0,JC,JC,right tag slightly proximal to 1st scale not directly against the scale,100,100,100,100,AT,85.6,85.6,85.7,85.63,JC. AT,,,,,,,,,,,2 jagged at tip,60,5,65,AT,,,,,0,0,0,0,0,0,0,0,,,13709
2007,2007-07-15,PM1,,CM,F,HLF,22,,222125,1176196,4,,FALSE,,,,,,,NA,,,22:08:00,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13709
2007,2007-07-15,PM1,,CM,F,HLF,21,,222203,1175999,9,,FALSE,,,,,,,NA,,,21:59:00,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13709
2007,2007-07-15,PM1,,CM,F,HLF,21,,222224,1175949,8,,FALSE,,,,,,,NA,,,21:49:00,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13709
2007,2007-07-15,AM,,EI,F,HLF,19,,222324,1175635,9,,FALSE,,,,,,,three body pits two egg chambers.,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13709
2007,2007-07-16,PM1,,CM,F,NST,3,B,223637,1172489,6,CP07053,TRUE,W,20.72,11,14.4,13.5,,nest disguised with logs and tracks wiped clean. northern tree bare no leaves or branches just trunk.,REX,Oviposition,22:55:00,07-1107,9565,CP0265,,,0,0,0,0,,JL,,100.2,100.3,100.3,100.27,JW,89,89.2,89.4,89.2,JW,,,,,,,,,,,2-small barnacle and small bite mark on end; 3 and 7- mating claw marks; barnacles on neck,,,,,,,,,0,0,0,0,0,0,0,0,,,13710
2007,2007-07-16,AM,,CM,F,NST,22,B,222137,1176135,5,NTRI07028,FALSE,,,,,,,NA,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13710
2007,2007-07-16,AM,,CM,F,HLF,15,,222683,1174805,4,,FALSE,,,,,,,NA,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13710
2007,2007-07-16,AM,,CM,F,HLF,11,,222978,1174080,5,,FALSE,,,,,,,NA,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13710
2007,2007-07-16,AM,,CM,F,NST,5,B,223452,1172954,4,NTRI07029,FALSE,,,,,,,tracks wiped down and nest looked disguised: sand flattened out and small logs placed over nest.,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13710
2007,2007-07-16,PM1,,CM,F,HLF,9,,223163,1173648,10,,FALSE,,,,,,,NA,,,22:26:00,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13710
2007,2007-07-17,PM1,,CM,F,NST,8,B,223231,1173460,6,CP07051,TRUE,SE,14.83,10.03,10.41,11.8,,three eggs in egg chamber before count started. included in count number.. south and high tide line were measured after she'd finished laying. egg chamber not seen during those two measurements so may be slightly off.,REC,Digging egg chamber,20:52:00,07-0035,CP0266,CP0268,,,1,0,1,1,DJ,DJ,tag number cp0267 destroyed and recovered.,109,109,109.2,109.07,DJ. AET,94.5,94.4,94.4,94.43,DJ. AET,,,,,,,,,,,37-mating claw marks,120,2,122,CB,,,,,0,0,0,0,0,0,0,0,,,13711
2007,2007-07-17,PM1,,CM,F,HLF,8,,223238,1173488,5,,FALSE,,,,,,,turtle seen half way up beach half moon back to sea. checked for tags on her return turtle not tagged.,,,00:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13711
2007,2007-07-17,PM1,,EI,F,HLF,13,,222814,1174497,5,,FALSE,,,,,,,tracks hard to read at night checked and confirmed by moring census. tourists seen in area night before. track measured on night census.,,,23:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13711
2007,2007-07-17,PM1,,EI,F,HLF,9,,223136,1173713,6,,FALSE,,,,,,,NA,,,22:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13711
2007,2007-07-17,PM1,,CM,F,HLF,8,,223190,1173608,7,,FALSE,,,,,,,NA,,,22:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13711
2007,2007-07-17,PM1,,CM,F,HLF,7,,223264,1173417,10,,FALSE,,,,,,,NA,,,20:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13711
2007,2007-07-17,PM2,,CM,F,HLF,2,,223685,1172381,4,,FALSE,,,,,,,NA,,,02:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13711
2007,2007-07-17,PM2,,CM,F,HLF,16,,222578,1175083,6,,FALSE,,,,,,,NA,,,01:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,13711
